id	grid_id	short_name	full_name	Country	impact_P	impact_P_Bio_Health	impact_P_Life_Earth	impact_P_Math_Comp	impact_P_Phy_Eng	impact_P_Soc_Hum	P_top10	collab_P	P_int_collab	P_OA	TCS	TNCS	P_industry_collab	PA_F_MF	dimensions_wos
3477	grid.41891.35	Montana State Univ	Montana State University	United States	3082	618	1354	107	713	290	390.0	3082	1269.0	2138.0	38833.0	4234.0	165.0	35.7	79,047
3479	grid.263856.c	South Illinois Univ - Carbondale	Southern Illinois University, Carbondale	United States	2783	944	742	216	457	425	297.0	2783	1043.0	1171.0	19473.0	3046.0	111.0	27.8	68,328
3481	grid.265881.0	Univ Akron	University of Akron	United States	2527	396	187	187	1546	212	267.0	2527	1027.0	749.0	20885.0	2680.0	140.0	22.2	72,699
3482	grid.272362.0	Univ Nevada - Las Vegas	University of Nevada, Las Vegas	United States	3132	891	435	226	843	736	357.0	3132	1329.0	1363.0	20522.0	3331.0	143.0	34.1	68,094
3483	grid.266859.6	Univ N Carolina - Charlotte	University of North Carolina, Charlotte	United States	2808	709	287	532	513	768	340.0	2808	1037.0	1159.0	22476.0	4024.0	201.0	36.6	61,697
3484	grid.258518.3	Kent State Univ	Kent State University	United States	3096	831	308	340	823	795	380.0	3096	1281.0	1386.0	26078.0	3648.0	88.0	36.5	71,222
3485	grid.208226.c	Boston Coll	Boston College	United States	2870	775	202	234	555	1104	458.0	2870	975.0	1490.0	23855.0	3943.0	106.0	43.2	70,069
3486	grid.24805.3b	New Mexico State Univ	New Mexico State University	United States	2430	302	755	210	939	224	257.0	2430	1150.0	1326.0	19770.0	2765.0	118.0	27.6	70,295
3487	grid.43582.38	Loma Linda Univ	Loma Linda University	United States	2287	2037	94	11	46	100	308.0	2287	864.0	1176.0	16910.0	3130.0	81.0	32.7	66,956
3488	grid.266756.6	Univ Missouri - Kansas City	University of Missouri, Kansas City	United States	3132	2209	140	116	353	314	474.0	3132	1198.0	1696.0	32408.0	4546.0	296.0	36.9	67,992
3490	grid.266456.5	Univ Idaho	University of Idaho	United States	3187	399	1608	307	620	253	432.0	3187	1170.0	1609.0	25916.0	4046.0	165.0	29.2	72,013
3491	grid.56061.34	Univ Memphis	University of Memphis	United States	2290	771	234	343	266	676	239.0	2290	783.0	907.0	14094.0	2698.0	70.0	33.8	70,006
3492	grid.264260.4	Binghamton Univ - SUNY	Binghamton University, State University of New York	United States	2300	620	229	374	635	443	234.0	2300	805.0	1135.0	19083.0	2767.0	140.0	33.7	71,12
3494	grid.259979.9	Michigan Technol Univ	Michigan Technological University	United States	2481	237	693	334	1100	117	300.0	2481	1200.0	1179.0	21717.0	3042.0	148.0	25.1	72,612
3495	grid.260128.f	Missouri Univ Sci & Technol	Missouri University of Science & Technology	United States	2769	109	233	672	1667	89	347.0	2769	1290.0	899.0	21108.0	3134.0	322.0	16.2	68,943
3496	grid.261368.8	Old Dominion Univ	Old Dominion University	United States	2682	580	486	348	677	592	302.0	2682	1103.0	1184.0	17959.0	3072.0	96.0	34.5	63,72
3497	grid.254549.b	Colorado Sch Mines	Colorado School of Mines	United States	2960	135	763	269	1711	82	407.0	2960	1303.0	1365.0	34782.0	4273.0	352.0	24.0	72,683
3498	grid.265436.0	Uniformed Services Univ Hlth Sci	Uniformed Services University of the Health Sciences	United States	3073	2599	142	29	31	273	394.0	3073	828.0	1906.0	28340.0	4304.0	191.0	36.8	76,55
3499	grid.259956.4	Miami Univ	Miami University	United States	2128	484	472	192	312	668	205.0	2128	637.0	825.0	11675.0	2042.0	74.0	38.7	68,911
3500	grid.21106.34	Univ Maine - Orono	University of Maine, Orono	United States	2181	305	1206	83	348	239	275.0	2181	856.0	1144.0	16074.0	2619.0	100.0	33.8	77,485
3502	grid.262075.4	Portland State Univ	Portland State University	United States	2347	551	564	192	327	713	271.0	2347	763.0	1296.0	14498.0	2543.0	137.0	37.6	66,621
3503	grid.20431.34	Univ Rhode Island	University of Rhode Island	United States	2773	769	959	247	474	325	372.0	2773	1091.0	1695.0	24392.0	3625.0	175.0	41.7	73,649
3506	grid.266673.0	Univ Maryland - Baltimore County	University of Maryland, Baltimore County	United States	2279	522	455	251	781	270	296.0	2279	1003.0	1464.0	19483.0	2776.0	213.0	33.9	69,438
3507	grid.253613.0	Univ Montana	University of Montana	United States	2238	428	1394	57	156	203	397.0	2238	961.0	1419.0	21487.0	3463.0	132.0	32.1	78,75
3508	grid.260896.3	New Jersey Inst Technol	New Jersey Institute of Technology	United States	2252	401	211	722	811	107	325.0	2252	1257.0	1099.0	18642.0	2912.0	157.0	17.5	73,023
3509	grid.62813.3e	Illinois Inst Technol	Illinois Institute of Technology	United States	2076	392	133	509	838	204	259.0	2076	1051.0	977.0	16975.0	2291.0	187.0	22.2	69,894
3510	grid.264889.9	Coll William & Mary	College of William and Mary	United States	1921	190	397	242	632	461	300.0	1921	830.0	1145.0	27598.0	3218.0	116.0	32.8	78,559
3512	grid.259670.f	Marquette Univ	Marquette University	United States	1850	815	149	123	428	335	209.0	1850	610.0	1261.0	12451.0	2019.0	70.0	31.8	68,341
3514	grid.255951.f	Florida Atlantic Univ	Florida Atlantic University	United States	2404	775	434	266	378	551	257.0	2404	903.0	1078.0	14725.0	2473.0	118.0	34.5	61,417
3515	grid.266860.c	Univ N Carolina - Greensboro	University of North Carolina, Greensboro	United States	1856	619	192	134	134	777	211.0	1856	499.0	1025.0	10993.0	2046.0	69.0	48.8	67,375
3516	grid.266862.e	Univ N Dakota	University of North Dakota	United States	1679	617	336	65	378	283	195.0	1679	639.0	837.0	12818.0	1870.0	112.0	31.3	69,555
3517	grid.252890.4	Baylor Univ	Baylor University	United States	4064	1798	393	274	992	607	593.0	4064	1845.0	2211.0	38609.0	5776.0	339.0	31.0	73,475
3518	grid.70738.3b	Univ Alaska - Fairbanks	University of Alaska, Fairbanks	United States	2407	178	1791	52	257	131	348.0	2407	1221.0	1520.0	19275.0	3009.0	181.0	34.9	80,116
3524	grid.263864.d	Southern Methodist Univ	Southern Methodist University	United States	2300	275	241	338	971	475	313.0	2300	1209.0	1260.0	19370.0	2890.0	116.0	28.6	73,906
3527	grid.266239.a	Univ Denver	University of Denver	United States	1879	524	163	241	220	731	240.0	1879	525.0	806.0	13839.0	2361.0	92.0	43.9	64,667
3528	grid.263791.8	S Dakota State Univ	South Dakota State University	United States	1835	423	926	71	318	97	197.0	1835	669.0	941.0	15249.0	2053.0	141.0	28.3	70,283
3532	grid.261277.7	Oakland Univ	Oakland University	United States	1874	898	92	179	374	331	204.0	1874	750.0	793.0	12279.0	2031.0	65.0	31.0	61,847
3537	grid.262613.2	Rochester Inst Technol	Rochester Institute of Technology	United States	1737	250	150	277	807	253	208.0	1737	748.0	1009.0	24341.0	2320.0	97.0	22.6	62,174
3573	grid.68312.3e	Ryerson Univ	Ryerson University	Canada	3499	808	313	801	900	677	347.0	3499	1588.0	1035.0	21589.0	3533.0	175.0	32.4	66,945
3574	grid.266820.8	Univ New Brunswick	University of New Brunswick	Canada	2373	326	803	333	681	230	239.0	2373	1427.0	817.0	14753.0	2387.0	105.0	26.3	72,934
3581	grid.411793.9	Brock Univ	Brock University	Canada	1696	511	255	106	235	589	163.0	1696	846.0	636.0	9698.0	1757.0	40.0	41.6	66,774
3582	grid.57926.3f	Univ Regina	University of Regina	Canada	1901	284	689	227	467	235	207.0	1901	1202.0	672.0	13145.0	2257.0	112.0	32.0	74,063
3634	grid.267346.2	Univ Toyama	University of Toyama	Japan	2863	1517	232	92	974	47	197.0	2863	1104.0	1406.0	16000.0	2297.0	485.0	15.2	65,357
3635	grid.410818.4	Tokyo Women's Med Univ	Tokyo Women's Medical University	Japan	2289	2179	34	7	55	14	198.0	2289	473.0	1112.0	15951.0	2245.0	203.0	18.1	67,58
3636	grid.260433.0	Nagoya City Univ	Nagoya City University	Japan	2091	1812	65	21	153	40	154.0	2091	454.0	1115.0	11145.0	1670.0	147.0	16.1	70,238
3637	grid.272458.e	Kyoto Prefect Univ Med	Kyoto Prefectural University of Medicine	Japan	2221	2068	50	5	79	19	185.0	2221	433.0	1169.0	15266.0	1958.0	190.0	13.1	76,183
3638	grid.143643.7	Tokyo Univ Sci	Tokyo University of Science	Japan	4012	945	225	486	2305	51	263.0	4012	1083.0	1745.0	24688.0	3014.0	376.0	13.0	50,518
3642	grid.261455.1	Osaka Prefect Univ	Osaka Prefecture University	Japan	2538	536	377	204	1395	26	134.0	2538	656.0	1078.0	14339.0	1837.0	310.0	11.9	49,216
3645	grid.410804.9	Jichi Med Univ	Jichi Medical University	Japan	2174	2057	58	8	23	28	206.0	2174	435.0	1202.0	14632.0	2166.0	177.0	14.8	75,044
3650	grid.257016.7	Hirosaki Univ	Hirosaki University	Japan	1830	985	284	46	496	20	135.0	1830	504.0	892.0	11973.0	1574.0	135.0	12.5	58,062
3656	grid.265074.2	Tokyo Metropolitan Univ	Tokyo Metropolitan University	Japan	3054	484	416	289	1762	104	224.0	3054	1448.0	1763.0	46839.0	3730.0	172.0	12.1	46,128
3687	grid.1032.0	Curtin Univ	Curtin University	Australia	11763	3659	2408	888	3188	1620	1676.0	11763	7358.0	5947.0	119496.0	17245.0	493.0	32.5	78,538
3688	grid.1021.2	Deakin Univ	Deakin University	Australia	9952	4020	1293	968	1834	1837	1379.0	9952	5593.0	4194.0	88462.0	13649.0	308.0	42.9	74,784
3689	grid.1020.3	Univ New England	University of New England	Australia	2558	558	1274	82	117	528	297.0	2558	1316.0	1140.0	14954.0	2847.0	99.0	31.3	75,708
3690	grid.1025.6	Murdoch Univ	Murdoch University	Australia	3585	1157	1424	123	469	412	428.0	3585	1985.0	2065.0	25712.0	4439.0	225.0	34.6	79,537
3691	grid.1019.9	Victoria Univ - Melbourne	Victoria University, Melbourne	Australia	2232	1045	249	359	251	328	385.0	2232	1250.0	1089.0	22547.0	3086.0	80.0	29.6	72,528
3705	grid.10692.3c	Natl Univ Cordoba	National University of Cordoba	Argentina	3141	802	1041	204	1000	95	207.0	3141	1536.0	1478.0	18123.0	2516.0	46.0	50.6	73,644
3707	grid.5380.e	Univ Concepción	Universidad de Concepción	Chile	3553	567	1323	269	1280	114	297.0	3553	2440.0	1824.0	22556.0	3477.0	77.0	28.5	78,949
3708	grid.10689.36	Univ Natl Colombia	Universidad Nacional de Colombia	Colombia	3915	739	1158	361	1502	156	325.0	3915	2417.0	1741.0	35377.0	5498.0	119.0	30.3	57,746
3709	grid.10251.37	Mansoura Univ	Mansoura University	Egypt	4722	2131	653	469	1415	55	455.0	4722	3081.0	1765.0	45496.0	6965.0	113.0	26.2	63,343
3711	grid.31451.32	Zagazig Univ	Zagazig University	Egypt	3411	1321	776	368	915	32	298.0	3411	2047.0	1081.0	19368.0	3255.0	58.0	29.6	58,93
3712	grid.252487.e	Assiut Univ	Assiut University	Egypt	3213	1286	610	217	1067	34	249.0	3213	2133.0	931.0	17436.0	2872.0	61.0	26.0	61,341
3715	grid.411301.6	Ferdowsi Univ Mashhad	Ferdowsi University of Mashhad	Iran	4782	525	1060	808	2278	111	378.0	4782	1309.0	911.0	26416.0	4062.0	43.0	20.7	77,769
3716	grid.411976.c	KN Toosi Univ Technol	K.N. Toosi University of Technology	Iran	2789	117	281	822	1521	48	210.0	2789	707.0	447.0	15177.0	2425.0	20.0	15.1	75,177
3717	grid.412502.0	Shahid Beheshti Univ	Shahid Beheshti University	Iran	4187	487	578	921	2098	103	330.0	4187	1173.0	892.0	25827.0	3798.0	64.0	20.7	75,318
3718	grid.411750.6	Univ Isfahan	University of Isfahan	Iran	2548	392	338	542	1196	80	184.0	2548	636.0	455.0	12485.0	1923.0	19.0	25.5	73,331
3719	grid.411807.b	Bu-Ali Sina Univ	Bu-Ali Sina University	Iran	1780	132	411	173	1037	27	120.0	1780	465.0	319.0	9587.0	1397.0	6.0	24.1	81,398
3720	grid.412668.f	Razi Univ	Razi University	Iran	2065	245	421	327	1042	30	151.0	2065	520.0	337.0	11433.0	1649.0	12.0	24.7	81,979
3721	grid.412888.f	Tabriz Univ Med Sci	Tabriz University of Medical Sciences	Iran	3938	2668	354	12	826	78	445.0	3938	1099.0	1018.0	30774.0	4564.0	32.0	36.0	65,234
3722	grid.411872.9	Univ Guilan	University of Guilan	Iran	2575	244	460	312	1532	28	226.0	2575	584.0	460.0	14397.0	2237.0	17.0	20.7	77,038
3723	grid.37553.37	Jordan Univ Sci & Technol	Jordan University of Science & Technology	Jordan	2089	986	236	321	467	80	194.0	2089	1136.0	734.0	33880.0	4793.0	78.0	21.9	67,888
3724	grid.9670.8	Univ Jordan	University of Jordan	Jordan	2414	996	417	301	558	143	181.0	2414	1403.0	797.0	12714.0	2059.0	59.0	30.8	66,276
3726	grid.411196.a	Kuwait Univ	Kuwait University	Kuwait	1927	830	206	364	430	97	148.0	1927	1129.0	827.0	13836.0	2504.0	60.0	29.1	71,566
3727	grid.22903.3a	American Univ Beirut	American University of Beirut	Lebanon	3305	1990	296	285	419	315	388.0	3305	2126.0	1557.0	42346.0	5979.0	153.0	38.1	70,423
3728	grid.11142.37	Univ Putra Malaysia	Universiti Putra Malaysia	Malaysia	6751	1541	2086	553	2271	301	578.0	6751	3422.0	4441.0	47519.0	6597.0	110.0	32.5	70,431
3729	grid.418275.d	Natl Polytech Inst - Mexico	National Polytechnic Institute, Mexico	Mexico	7255	1607	1965	741	2830	112	360.0	7255	2682.0	2751.0	33053.0	5001.0	135.0	33.3	79,313
3730	grid.267827.e	Victoria Univ Wellington	Victoria University of Wellington	New Zealand	3503	547	865	406	715	970	383.0	3503	2250.0	1618.0	22807.0	4025.0	141.0	32.8	66,724
3736	grid.11374.30	Univ Nis	University of Nis	Serbia	1823	501	267	497	474	85	122.0	1823	699.0	643.0	7205.0	1350.0	29.0	42.4	69,197
3737	grid.256681.e	Gyeongsang Natl Univ	Gyeongsang National University	South Korea	4437	1886	882	504	1103	63	305.0	4437	1440.0	2046.0	24940.0	3696.0	203.0	19.2	80,401
3739	grid.263736.5	Sogang Univ	Sogang University	South Korea	2154	317	78	545	993	221	149.0	2154	631.0	768.0	11628.0	1644.0	129.0	12.5	84,046
3740	grid.412010.6	Kangwon Natl Univ	Kangwon National University	South Korea	4784	2000	1086	193	1363	142	268.0	4784	1421.0	2070.0	27833.0	3384.0	296.0	19.6	83,147
3742	grid.412576.3	Pukyong Natl Univ	Pukyong National University	South Korea	3274	574	667	372	1573	88	193.0	3274	1073.0	915.0	17448.0	2291.0	218.0	14.5	83,523
3743	grid.61221.36	Gwangju Inst Sci & Technol	Gwangju Institute of Science & Technology	South Korea	3025	557	342	496	1614	17	264.0	3025	1076.0	1182.0	24573.0	2842.0	220.0	15.5	82,246
3744	grid.254229.a	Chungbuk Natl Univ	Chungbuk National University	South Korea	4240	1915	644	502	1039	141	214.0	4240	1189.0	1976.0	23744.0	3184.0	304.0	19.3	77,906
3746	grid.254187.d	Chosun Univ	Chosun University	South Korea	2556	967	223	466	805	96	136.0	2556	536.0	991.0	11295.0	1774.0	169.0	18.8	74,251
3748	grid.263333.4	Sejong Univ	Sejong University	South Korea	4426	421	674	874	2107	350	555.0	4426	2128.0	1819.0	39370.0	5146.0	295.0	15.7	90,923
3749	grid.255166.3	Dong-a Univ	Dong-a University	South Korea	1968	1076	139	229	420	104	116.0	1968	454.0	884.0	11721.0	1594.0	116.0	20.8	75,269
3751	grid.411202.4	Kwangwoon Univ	Kwangwoon University	South Korea	1711	128	108	581	849	45	106.0	1711	496.0	582.0	10085.0	1417.0	61.0	14.9	82,723
3753	grid.254145.3	China Med Univ - Taiwan	China Medical University, Taiwan	Taiwan	7583	5614	447	731	676	116	676.0	7583	2777.0	4400.0	51080.0	7435.0	324.0	24.0	92,568
3755	grid.412087.8	Natl Taipei Univ Technol	National Taipei University of Technology	Taiwan	3046	301	164	665	1831	85	230.0	3046	1037.0	943.0	20641.0	2539.0	155.0	13.9	75,959
3756	grid.412896.0	Taipei Med Univ	Taipei Medical University	Taiwan	5954	5091	299	75	355	134	495.0	5954	1751.0	3394.0	51363.0	7052.0	241.0	31.7	91,478
3758	grid.411298.7	Feng Chia Univ	Feng Chia University	Taiwan	1980	145	100	664	834	237	123.0	1980	818.0	510.0	10354.0	1473.0	51.0	17.2	78,96
3759	grid.411649.f	Chung Yuan Christian Univ	Chung Yuan Christian University	Taiwan	1864	342	148	317	928	129	136.0	1864	747.0	511.0	12187.0	1423.0	85.0	24.7	80,425
3760	grid.412047.4	National Chung Cheng Univ	National Chung Cheng University	Taiwan	1520	251	108	424	533	205	95.0	1520	382.0	440.0	7183.0	1111.0	64.0	25.4	67,973
3761	grid.412090.e	Natl Taiwan Normal Univ	National Taiwan Normal University	Taiwan	2651	491	381	388	738	654	178.0	2651	1013.0	956.0	13347.0	2157.0	89.0	30.4	79,682
3762	grid.411641.7	Chung Shan Med Univ	Chung Shan Medical University	Taiwan	2531	2102	162	28	168	71	190.0	2531	458.0	1404.0	17820.0	2261.0	84.0	30.1	91,634
3765	grid.11630.35	Univ Republic	Universidad de la República	Uruguay	3125	988	1198	242	541	156	262.0	3125	2203.0	1340.0	24523.0	3714.0	104.0	43.0	70,607
6003	grid.412368.a	Univ Fed ABC	Universidade Federal do ABC	Brazil	2920	502	305	233	1815	65	267.0	2920	1614.0	1793.0	18553.0	2706.0	37.0	30.7	72,932
6071	grid.411198.4	Univ Fed Juiz de Fora	Universidade Federal de Juiz de Fora	Brazil	2495	768	390	224	1034	79	203.0	2495	1054.0	1221.0	18119.0	2582.0	38.0	37.8	57,876
6080	grid.412371.2	Univ Fed Espírito Santo	Universidade Federal do Espírito Santo	Brazil	2374	745	729	171	659	71	158.0	2374	883.0	1017.0	12906.0	2266.0	64.0	39.4	53,344
7268	grid.412041.2	Univ Bordeaux	University of Bordeaux	France	11801	4541	1860	1005	3891	504	1733.0	11801	7136.0	6970.0	122328.0	17044.0	801.0	34.5	75,395
9274	grid.420190.e	Univ Sci Technol Houari Boumediene	Université des Sciences et de la Technologie Houari Boumediene	Algeria	2122	244	404	437	1024	14	109.0	2122	1161.0	474.0	7749.0	1397.0	20.0	40.9	72,412
9301	grid.8652.9	Univ Ghana	University of Ghana	Ghana	2220	1079	556	51	116	419	174.0	2220	1618.0	1460.0	13023.0	2150.0	68.0	26.1	57,482
9308	grid.11194.3c	Makerere Univ	Makerere University	Uganda	2701	1738	635	45	58	226	260.0	2701	2329.0	2132.0	18358.0	3038.0	113.0	30.8	67,151
9424	grid.412881.6	Univ Antioquia	University of Antioquia	Colombia	2465	948	541	108	790	78	234.0	2465	1592.0	1121.0	16133.0	2438.0	73.0	37.2	57,468
9428	grid.7247.6	Univ Los Andes Colombia	Universidad de los Andes	Colombia	2494	399	439	246	1059	351	264.0	2494	1913.0	1532.0	16455.0	2696.0	64.0	32.3	70,364
9430	grid.412258.8	Tanta Univ	Tanta University	Egypt	2443	869	382	222	943	27	202.0	2443	1441.0	716.0	16208.0	2308.0	38.0	30.6	53,797
9438	grid.412436.6	Thapar Inst Engn & Technol	Thapar Institute of Engineering and Technology	India	2344	144	135	916	1120	29	253.0	2344	414.0	291.0	16235.0	2332.0	29.0	20.0	74,388
9439	grid.479974.0	Inst Chem Technol	Institute of Chemical Technology	India	1718	156	270	6	1285	2	160.0	1718	222.0	248.0	12368.0	1603.0	45.0	25.4	85,321
9440	grid.444703.0	Natl Inst Technol Rourkela	National Institute of Technology Rourkela	India	2556	234	275	604	1416	28	260.0	2556	384.0	331.0	18174.0	2494.0	32.0	17.7	66,057
9444	grid.411583.a	Mashhad Univ Med Sci	Mashhad University of Medical Sciences	Iran	3521	2673	301	25	487	35	450.0	3521	1279.0	842.0	38379.0	5190.0	67.0	32.4	61,67
9462	grid.412057.5	Univ Kashan	University of Kashan	Iran	2232	49	100	263	1809	10	269.0	2232	402.0	349.0	18736.0	2563.0	14.0	23.8	86,574
9463	grid.411036.1	Isfahan Univ Med Sci	Isfahan University of Medical Sciences	Iran	2676	2043	248	31	270	84	238.0	2676	777.0	876.0	24104.0	3457.0	37.0	41.7	47,081
9485	grid.412503.1	Shahid Bahonar Univ Kerman	Shahid Bahonar University of Kerman	Iran	2152	231	447	479	971	24	126.0	2152	473.0	367.0	10176.0	1648.0	24.0	24.8	77,833
9486	grid.412763.5	Urmia Univ	Urmia University	Iran	2028	259	565	237	938	29	133.0	2028	472.0	326.0	10834.0	1613.0	10.0	19.6	70,251
9487	grid.413021.5	Yazd Univ	Yazd University	Iran	1628	74	137	421	963	33	122.0	1628	562.0	477.0	8938.0	1336.0	12.0	21.0	72,087
9488	grid.440804.c	Univ Shahrood	University of Shahrood	Iran	1721	47	223	385	1054	12	151.0	1721	580.0	301.0	8545.0	1520.0	19.0	15.1	80,762
9489	grid.411622.2	Univ Mazandaran	University of Mazandaran	Iran	1445	124	111	248	940	22	104.0	1445	316.0	282.0	8672.0	1215.0	8.0	27.5	79,368
9490	grid.412475.1	Semnan Univ	Semnan University	Iran	2011	68	194	385	1344	22	190.0	2011	409.0	277.0	12547.0	1921.0	13.0	20.5	83,588
9491	grid.472472.0	Islamic Azad Univ Sci & Res Tehran	Islamic Azad University Science & Research Tehran	Iran	4995	726	792	712	2643	122	346.0	4995	1359.0	1358.0	27901.0	3950.0	49.0	27.7	75,241
9501	grid.263536.7	Shizuoka Univ	Shizuoka University	Japan	2111	291	413	194	1145	69	111.0	2111	791.0	820.0	9918.0	1484.0	185.0	10.3	49,694
9508	grid.411621.1	Shimane Univ	Shimane University	Japan	1875	950	365	111	408	41	123.0	1875	528.0	927.0	8863.0	1446.0	156.0	17.3	58,346
9515	grid.265050.4	Toho Univ	Toho University	Japan	2396	1724	179	53	427	14	178.0	2396	590.0	1273.0	15152.0	2086.0	227.0	17.7	71,162
9530	grid.262576.2	Ritsumeikan Univ	Ritsumeikan University	Japan	2097	640	221	285	817	136	121.0	2097	626.0	928.0	11198.0	1471.0	218.0	10.0	40,268
9532	grid.260493.a	Nara Inst Sci & Technol	Nara Institute of Science and Technology	Japan	1823	472	224	265	851	13	174.0	1823	563.0	935.0	11415.0	1643.0	180.0	11.2	59,549
9541	grid.412243.2	Northeast Agr Univ	Northeast Agricultural University	China	3244	1045	1743	62	358	35	276.0	3244	502.0	1290.0	20190.0	3104.0	107.0	29.6	92,094
9550	grid.410877.d	Univ Tek Malaysia	Universiti Teknologi Malaysia	Malaysia	5398	305	865	961	2998	269	664.0	5398	3425.0	1361.0	45723.0	6020.0	83.0	21.1	63,56
9560	grid.7220.7	Univ Aut Met	Universidad Autónoma Metropolitana	Mexico	2534	561	619	224	1071	60	117.0	2534	781.0	769.0	10735.0	1674.0	30.0	35.0	72,958
9568	grid.419886.a	Technol Monterrey ITESM	Tecnológico de Monterrey (ITESM)	Mexico	2127	572	372	400	605	179	254.0	2127	1236.0	957.0	15207.0	2440.0	75.0	25.7	66,496
9570	grid.9582.6	Univ Ibadan	University of Ibadan	Nigeria	1746	918	429	30	187	182	178.0	1746	999.0	912.0	27466.0	4014.0	69.0	22.9	45,578
9575	grid.412846.d	Sultan Qaboos Univ	Sultan Qaboos University	Oman	1986	406	581	173	646	179	237.0	1986	1578.0	609.0	13429.0	2061.0	40.0	17.5	62,227
9580	grid.11173.35	Univ Punjab	University of the Punjab	Pakistan	3061	664	603	309	1396	90	172.0	3061	1412.0	1105.0	13912.0	2049.0	22.0	35.1	82,128
9581	grid.266518.e	Univ Karachi	University of Karachi	Pakistan	1770	750	408	24	554	35	87.0	1770	859.0	439.0	6976.0	1116.0	21.0	37.9	72,602
9582	grid.413016.1	Univ Agr Faisalabad	University of Agriculture Faisalabad	Pakistan	2559	394	1568	35	528	34	282.0	2559	1574.0	769.0	19109.0	2769.0	25.0	16.6	82,267
9589	grid.80510.3c	Sichuan Agr Univ	Sichuan Agricultural University	China	3968	1303	2179	63	358	65	330.0	3968	870.0	2020.0	24203.0	3541.0	148.0	32.2	87,605
9590	grid.410318.f	China Acad Chin Med Sci	China Academy of Chinese Medical Sciences	China	2081	1635	263	16	145	22	185.0	2081	380.0	1224.0	14456.0	1894.0	120.0	33.2	61,532
9592	grid.258151.a	Jiangnan Univ	Jiangnan University	China	8801	1695	2292	1141	3551	121	873.0	8801	2418.0	2214.0	65842.0	8703.0	567.0	24.8	89,549
9594	grid.263488.3	Shenzhen Univ	Shenzhen University	China	11754	2678	790	2442	5347	497	1600.0	11754	4183.0	4321.0	113796.0	14301.0	419.0	19.5	82,055
9596	grid.24539.39	Renmin Univ China	Renmin University of China	China	3546	265	310	680	1115	1177	415.0	3546	1423.0	1203.0	28241.0	3949.0	87.0	23.3	76,724
9597	grid.256607.0	Guangxi Med Univ	Guangxi Medical University	China	3590	3295	120	12	146	17	239.0	3590	511.0	2122.0	22791.0	2906.0	70.0	27.2	85,193
9600	grid.256112.3	Fujian Med Univ	Fujian Medical University	China	4595	4068	104	26	376	22	312.0	4595	644.0	2556.0	28390.0	3700.0	100.0	26.7	77,613
9604	grid.411851.8	Guangdong Univ Technol	Guangdong University of Technology	China	5689	387	493	1522	3207	81	781.0	5689	1753.0	1362.0	53763.0	6930.0	280.0	24.2	84,366
9606	grid.411485.d	China Jiliang Univ	China Jiliang University	China	2188	142	233	364	1429	20	187.0	2188	498.0	559.0	16865.0	2049.0	95.0	29.2	79,613
9610	grid.260478.f	Nanjing Univ Info Sci & Technol	Nanjing University of Information Science and Technology	China	7039	104	3355	1918	1501	160	891.0	7039	2921.0	2616.0	58599.0	8399.0	200.0	20.0	87,382
9612	grid.411971.b	Dalian Med Univ	Dalian Medical University	China	3715	3220	147	35	273	41	379.0	3715	668.0	1966.0	30859.0	3659.0	133.0	30.3	87,32
9614	grid.413109.e	Tianjin Univ Sci & Technol	Tianjin University of Science and Technology	China	2628	571	806	105	1134	12	208.0	2628	626.0	621.0	17636.0	2300.0	169.0	30.2	89,98
9616	grid.411862.8	Jiangxi Normal Univ	Jiangxi Normal University	China	2351	159	303	387	1391	111	223.0	2351	445.0	585.0	18971.0	2224.0	40.0	30.6	87,362
9618	grid.34418.3a	Hubei Univ	Hubei University	China	2820	298	379	280	1790	74	287.0	2820	832.0	702.0	26906.0	2818.0	77.0	27.0	88,93
9620	grid.413254.5	Xinjiang Univ	Xinjiang University	China	2253	140	390	509	1181	33	168.0	2253	461.0	631.0	15037.0	1875.0	75.0	26.1	87,029
9624	grid.412030.4	Hebei Univ Technol	Hebei University of Technology	China	3354	144	205	488	2477	40	339.0	3354	737.0	788.0	20578.0	3095.0	152.0	24.7	83,011
9626	grid.411503.2	Fujian Normal Univ	Fujian Normal University	China	2781	320	527	653	1189	92	274.0	2781	853.0	832.0	21357.0	2923.0	72.0	27.4	87,67
9628	grid.412067.6	Heilongjiang Univ	Heilongjiang University	China	1934	105	168	311	1336	14	197.0	1934	255.0	475.0	20947.0	1880.0	40.0	25.7	80,593
9630	grid.413072.3	Zhejiang Gongshang Univ	Zhejiang Gongshang University	China	1633	232	358	467	432	144	187.0	1633	515.0	427.0	11640.0	1754.0	81.0	33.3	87,818
9632	grid.412540.6	Shanghai Univ Tradit Chinese Med	Shanghai University of Traditional Chinese Medicine	China	3151	2734	109	18	275	15	305.0	3151	634.0	1792.0	24218.0	3153.0	142.0	32.4	83,242
9636	grid.453246.2	Nanjing Univ Posts & Telecom	Nanjing University of Posts and Telecommunications	China	4765	150	73	2239	2264	38	545.0	4765	1153.0	1490.0	44012.0	5017.0	133.0	25.5	66,759
9640	grid.459584.1	Guangxi Normal Univ	Guangxi Normal University	China	2151	316	252	353	1180	51	155.0	2151	568.0	705.0	13686.0	1790.0	34.0	27.8	88,235
9642	grid.410737.6	Guangzhou Med Univ	Guangzhou Medical University	China	6249	5592	285	29	290	54	612.0	6249	1699.0	3748.0	57245.0	6344.0	257.0	30.8	84,785
